category,phenotype,phe_code,"all_1_year (case_n, noncase_n, hazards ratio, 95% confidence interval (lower), 95% confidence interval (upper), pvalue)","new_1_year (case_n, noncase_n, hazards ratio, 95% confidence interval (lower), 95% confidence interval (upper), pvalue)"
respiratory,Extrinsic allergic alveolitis,500.1,"[500.1, 1450.0, 525136.0, 132.68653433467753, 64.50086999840066, 272.95316162687584, 3.3860352074577007e+39]","[500.1, 1450.0, 511124.0, 141.13108123044626, 68.57494986077803, 290.4556566167766, 2.87663799501165e+40]"
respiratory,Pneumonitis due to inhalation of food or vomitus,501.0,"[501.0, 1906.0, 525097.0, 234.82883993878175, 119.83002551429576, 460.1900386010953, 1.6516947244352764e+56]","[501.0, 1906.0, 516776.0, 245.65059050832352, 125.1868275770275, 482.0332441123506, 8.172936630674138e+56]"
respiratory,Other alveolar and parietoalveolar pneumonopathy,504.0,"[504.0, 31149.0, 522731.0, 227.4055943205651, 189.37476098111023, 273.0738988679052, ' < 2.225E-308']","[504.0, 31149.0, 512148.0, 243.67083144224185, 202.91792385659608, 292.6083263975962, ' < 2.225E-308']"
respiratory,Empyema and pneumothorax,506.0,"[506.0, 6345.0, 524823.0, 28.479794926697505, 19.460186211475552, 41.67990533350832, 7.147634898332149e+65]","[506.0, 6345.0, 504179.0, 31.091667507557126, 21.245912739098248, 45.50012984951728, 2.031049682108288e+69]"
respiratory,Pleurisy; pleural effusion,507.0,"[507.0, 30703.0, 523708.0, 39.955442869929655, 32.433526909036814, 49.22182590285622, 2.5821217503395654e+262]","[507.0, 30703.0, 439836.0, 56.747089380863926, 46.02945722984027, 69.96024604678865, ' < 2.225E-308']"
respiratory,Pulmonary collapse; interstitial and compensatory emphysema,508.0,"[508.0, 156.0, 525262.0, 1948.438097302787, 194.60853658575832, 19507.936730966256, 8609850123.37687]","[508.0, 156.0, 409944.0, 3258.738099178468, 315.1443969818879, 33696.85166780108, 87206397112.72481]"
respiratory,Respiratory insufficiency,509.2,"[509.2, 1080.0, 525080.0, 1247314561.1523278, 166847439.27707517, 9324647841.187395, 6.753466418263955e+91]","[509.2, 1080.0, 507257.0, 1252903694.938815, 170188052.5303266, 9223724259.443012, 1.8547923096157246e+93]"
respiratory,Pulmonary insufficiency or respiratory failure following trauma and surgery,509.3,"[509.3, 468.0, 525168.0, 15.93272047410111, 7.5525818541095875, 33.6112321070327, 2753365346412.351]","[509.3, 468.0, 524380.0, 15.950942444899647, 7.5613183720474115, 33.64923315768377, 2817875011165.5703]"
respiratory,Respiratory arrest,509.5,"[509.5, 177.0, 525275.0, 82038.57593430164, 608.4421071945217, 11061574.90046372, 163369.96196600157]","[509.5, 177.0, 523812.0, 82668.89239357311, 614.1530704591953, 11127756.414977062, 166975.80652121064]"
respiratory,Other diseases of lung,510.0,"[510.0, 8090.0, 524636.0, 28.615092069681182, 20.74928119549976, 39.46274024827051, 1.7181669549717604e+92]","[510.0, 8090.0, 442007.0, 38.149944026217085, 27.61717843419788, 52.699743844985896, 2.5846329822069797e+107]"
respiratory,Lung transplant,510.2,"[510.2, 169635.0, 519771.0, 540.3787013122056, 472.1782523308036, 618.4298819152034, ' < 2.225E-308']","[510.2, 169635.0, 501932.0, 601.0504908110443, 525.631196483756, 687.2911937512094, ' < 2.225E-308']"
respiratory,Wheezing,512.1,"[512.1, 1483.0, 525065.0, 7689.310298269227, 3100.3218405592897, 19070.759715837477, 2.1280753690778603e+82]","[512.1, 1483.0, 503627.0, 8831.901195583805, 3535.548792551274, 22062.33976826765, 3.5783654157008413e+83]"
respiratory,Painful respiration,512.2,"[512.2, 1821.0, 525038.0, 90.84859621310292, 52.57896632048415, 156.97279751724523, 1.0450835285645768e+58]","[512.2, 1821.0, 520722.0, 92.17791895838111, 53.33019346281608, 159.32379374213522, 2.067219701653786e+58]"
respiratory,Cough,512.8,"[512.8, 29854.0, 521360.0, 10334.703068768666, 8273.868067343932, 12908.845856651817, ' < 2.225E-308']","[512.8, 29854.0, 374358.0, 16186.892832480498, 12925.14913417683, 20271.75832558745, ' < 2.225E-308']"
respiratory,Hypoventilation,513.3,"[513.3, 428.0, 525213.0, 44.096761328895646, 16.772574405572094, 115.93475829515992, 61540300138326.28]","[513.3, 428.0, 521886.0, 44.88752174031068, 17.061104132723855, 118.09842975650254, 78001631213786.6]"
respiratory,Apnea,513.31,"[513.31, 44.0, 525280.0, 60820.002804285, 115.07551178648612, 32144742.90565471, 1740.7082633439093]","[513.31, 44.0, 524939.0, 60795.66702400616, 115.03744813336284, 32129651.59492175, 1740.1483306417826]"
respiratory,Hyperventilation,513.4,"[513.4, 86.0, 525282.0, 151673.923695177, 47.31485740618427, 486210471.5142503, 264.8900709900923]","[513.4, 86.0, 523970.0, 155068.6793244241, 47.72124078892959, 503890823.2453033, 265.3125285857226]"
respiratory,Disorders of diaphragm,513.8,"[513.8, 3545.0, 524939.0, 38.70053398664446, 24.83837419274732, 60.29908879014927, 9.972931159187667e+57]","[513.8, 3545.0, 516048.0, 40.155086813831474, 25.76757898484547, 62.57596020078765, 1.2856265997944113e+59]"
respiratory,Abnormal results of function study of pulmonary system,514.1,"[514.1, 1951.0, 525117.0, 72.53813593164573, 37.74892022349128, 139.38891849848164, 1.2499434064929505e+37]","[514.1, 1951.0, 517821.0, 75.76752054979002, 39.42511298808062, 145.61067135047762, 6.639720422976884e+37]"
respiratory,Abnormal sputum,516.0,"[516.0, 8.0, 525283.0, 682256.104474959, 28.83705313235877, 16141503431.605047, 111.79787775795297]","[516.0, 8.0, 500647.0, 769903.6249684641, 31.81322589990436, 18632237849.898884, 117.72628614464034]"
respiratory,Hemoptysis,516.1,"[516.1, 2768.0, 525060.0, 17.03486419677598, 9.927646257673388, 29.23015090090523, 1.3050753651644907e+24]","[516.1, 2768.0, 514282.0, 17.787699242634847, 10.36141653419376, 30.536581875873036, 6.118717132773994e+24]"
respiratory,"Other diseases of respiratory system, not elsewhere classified",519.0,"[519.0, 196.0, 525265.0, 174.2386689743452, 25.33529788135678, 1198.2931445337963, 6411221.324898727]","[519.0, 196.0, 512673.0, 183.601052786201, 26.6726414350471, 1263.8173338133745, 8452540.181870295]"
respiratory,"Other diseases of respiratory system, NEC",519.8,"[519.8, 1790.0, 525123.0, 71.01284886438835, 36.55739331423172, 137.94267716219525, 3.834879506495084e+35]","[519.8, 1790.0, 511136.0, 74.88452324220268, 38.53834052182856, 145.50942633442483, 2.612183657867204e+36]"
respiratory,Symptoms involving respiratory system and other chest symptoms,519.9,"[519.9, 1553.0, 525125.0, 0.3751393572099157, 0.1715955979171753, 0.820123237635707, 71.35131234091996]","[519.9, 1553.0, 511999.0, 0.3813096889233254, 0.174401264825601, 0.833692800405997, 63.67345088251171]"
sense organs,Disorders of the globe,360.0,"[360.0, 1.0, 525286.0, 42.927164551904745, 0.0104811229940509, 175815.2687944065, 2.66183529539232]","[360.0, 1.0, 515616.0, 43.455472467973735, 0.0105954821763863, 178224.8373390083, 2.6723066749575333]"
sense organs,Other retinal disorders,362.0,"[362.0, 57.0, 525278.0, 1.2919915070912482, 0.0643756891658817, 25.929696070432, 1.1533450926175013]","[362.0, 57.0, 515087.0, 1.321611256966148, 0.0657242394662652, 26.57552721376351, 1.168912606943785]"
sense organs,Retinal vascular changes and abnomalities,362.4,"[362.4, 714.0, 525170.0, 0.5534006054030208, 0.2275655661625115, 1.3457757921149016, 5.211011599156088]","[362.4, 714.0, 521205.0, 0.5560571630635097, 0.2287249863180481, 1.3518399260686302, 5.118348480415291]"
sense organs,Hereditary retinal dystrophies,362.7,"[362.7, 154.0, 525270.0, 0.2855053343861806, 0.0237561217254371, 3.4312543480396265, 3.0949292680856018]","[362.7, 154.0, 514643.0, 0.2917165873312034, 0.0242310598300994, 3.5119622468372347, 3.01366016930195]"
sense organs,Corneal opacity and other disorders of cornea,364.0,"[364.0, 84.0, 525283.0, 34.75556173809692, 0.5624374988636847, 2147.7036544880725, 10.904093303236055]","[364.0, 84.0, 522347.0, 34.919196574451256, 0.5648755105923141, 2158.617724685194, 10.951821002784035]"
sense organs,Corneal opacity,364.1,"[364.1, 102.0, 525279.0, 2.822281914727663, 0.1371425626497926, 58.08025643023002, 1.994719868115373]","[364.1, 102.0, 523843.0, 2.820563089491446, 0.1370713547972652, 58.03966958354057, 1.99377095592238]"
sense organs,Cornea replaced by transplant,364.9,"[364.9, 761.0, 525251.0, 31.07467380544814, 7.897937362028624, 122.2642454417968, 1137661.9640909599]","[364.9, 761.0, 524327.0, 31.20032046691784, 7.929456162175532, 122.76503928250396, 1170593.577767169]"
sense organs,Glaucoma,365.0,"[365.0, 609.0, 525179.0, 84.49836544120484, 36.95810624780199, 193.1910069840236, 1.3656882149522651e+25]","[365.0, 609.0, 508223.0, 87.71267487494316, 38.31438701907511, 200.79959337173295, 2.9365915599754787e+25]"
sense organs,Cataract,366.0,"[366.0, 3078.0, 525017.0, 4.426850078502883, 2.667646778407606, 7.346175579226794, 116715481.94407627]","[366.0, 3078.0, 498483.0, 4.640230624085605, 2.794668594558355, 7.704577310750714, 335189652.6416972]"
sense organs,Senile cataract,366.2,"[366.2, 340.0, 525256.0, 14.479335188943375, 3.37245559216473, 62.16572517688865, 3084.583299531502]","[366.2, 340.0, 486067.0, 15.29203346928194, 3.549191560211338, 65.8871981572374, 3960.9710222276044]"
sense organs,Disorders of refraction and accommodation; blindness and low vision,367.0,"[367.0, 28.0, 525282.0, 6.3957564667526645, 0.1601639320561361, 255.3989544142273, 3.0869336886502903]","[367.0, 28.0, 513391.0, 6.525467916364922, 0.1633296296839905, 260.7103904533116, 3.1367168318749044]"
sense organs,Presbyopia,367.4,"[367.4, 341.0, 525254.0, 1.8239675196885723, 0.3976648966300127, 8.365982366238853, 2.276330828913459]","[367.4, 341.0, 503182.0, 1.871435323121971, 0.4074609545335392, 8.595351602800886, 2.3786361443320176]"
sense organs,Blindness and low vision,367.9,"[367.9, 888.0, 525154.0, 5.08304344034735, 2.4764603776510152, 10.43316939355419, 106945.32184129675]","[367.9, 888.0, 514680.0, 5.185596817959309, 2.5254570749972265, 10.647741600779034, 136331.8162275209]"
sense organs,Visual disturbances,368.0,"[368.0, 3300.0, 524992.0, 2.8671574017071038, 1.7474923749641749, 4.7042217087398495, 32754.630498413768]","[368.0, 3300.0, 495905.0, 2.986342329038615, 1.819807923660932, 4.900649343402592, 66800.25211390393]"
sense organs,Diplopia and disorders of binocular vision,368.2,"[368.2, 1111.0, 525154.0, 0.9831065506882553, 0.4457647624547726, 2.168180554882285, 1.034850882037651]","[368.2, 1111.0, 518833.0, 0.9867683201560978, 0.44740039073829, 2.1763765473179184, 1.0270417844559412]"
sense organs,Subjective visual disturbances,368.9,"[368.9, 108.0, 525262.0, 6.128495451329816, 1.1927799581819334, 31.48816865955548, 33.416212478306264]","[368.9, 108.0, 520031.0, 6.189005613385655, 1.204033475575124, 31.81289495644861, 34.3756787293491]"
sense organs,"Eye infection, viral",369.2,"[369.2, 58.0, 525268.0, 0.2617117427911749, 0.0250151365680732, 2.738063657114373, 3.8008026596260263]","[369.2, 58.0, 522468.0, 0.2623623134878562, 0.0250715063565405, 2.745506494895673, 3.7873817472679483]"
sense organs,"Conjunctivitis, infectious",369.5,"[369.5, 405.0, 525208.0, 1.2015567058885448, 0.4383020622520407, 3.293935032036252, 1.386589873429441]","[369.5, 405.0, 499225.0, 1.21760212358328, 0.4444460779975698, 3.335736335066995, 1.4249108237983283]"
sense organs,Keratitis,370.0,"[370.0, 23.0, 525277.0, 7.993555719327297, 0.6008012989478574, 106.3528543461682, 8.661224709131051]","[370.0, 23.0, 523728.0, 7.990779078186559, 0.6005626532777044, 106.32121382822346, 8.656138741590487]"
sense organs,"Uveitis, noninfectious or NOS",371.1,"[371.1, 611.0, 525177.0, 0.3544140104546065, 0.1359600325336134, 0.9238692317572336, 29.5491103318566]","[371.1, 611.0, 520218.0, 0.3560594724527851, 0.1365873314675639, 0.9281852611159792, 28.858990667249955]"
sense organs,Other disorders of eyelids,374.0,"[374.0, 92.0, 525276.0, 0.1757553127071874, 0.0072712491893995, 4.248228762374728, 3.5127494762203795]","[374.0, 92.0, 521649.0, 0.1765113927781621, 0.007300786804486, 4.267522475980571, 3.497675065799335]"
sense organs,Strabismus and other disorders of binocular eye movements,378.0,"[378.0, 114.0, 525262.0, 5.187008773178036, 0.9908135893621792, 27.154512515664653, 19.496599108484787]","[378.0, 114.0, 522102.0, 5.192751006242675, 0.9917391692155992, 27.189268962888296, 19.546901852549443]"
sense organs,Strabismus (not specified as paralytic),378.1,"[378.1, 212.0, 525272.0, 4.242469851326997, 0.4884541445642833, 36.84798386852423, 5.2606162208675675]","[378.1, 212.0, 520040.0, 4.243226551169192, 0.4884329170652993, 36.86273167813561, 5.260871273704333]"
sense organs,Paralytic strabismus,378.5,"[378.5, 27.0, 525278.0, 1.9822365219721385, 0.1092852927596808, 35.95416665699634, 1.5538960114993667]","[378.5, 27.0, 522935.0, 1.9843232302584672, 0.1094002986364932, 35.9920286436031, 1.5551283982848843]"
sense organs,Other disorders of eye,379.0,"[379.0, 215.0, 525258.0, 2.9161652778192444, 0.6031948863464305, 14.098295791377964, 5.460837944863052]","[379.0, 215.0, 517232.0, 2.9372141980140904, 0.6077852684291413, 14.194531676151284, 5.552800160072186]"
sense organs,Disorders of vitreous body,379.2,"[379.2, 14.0, 525286.0, 0.0444466096324211, 2.280324063977826e-07, 8663.24720693754, 1.622391010919089]","[379.2, 14.0, 510494.0, 0.0449891108258395, 2.302129912613443e-07, 8791.945588344097, 1.6185833175757165]"
sense organs,Peripheral or central vertigo,386.2,"[386.2, 2.0, 525286.0, 1686.148272063445, 0.0214741139168299, 132396428.8535468, 5.0932833190881635]","[386.2, 2.0, 511123.0, 1734.301772520652, 0.021368232915108, 140760476.08230937, 5.103165676730812]"
sense organs,Central origin vertigo,386.21,"[386.21, 93.0, 525271.0, 34.0563730556018, 4.345087691638573, 266.9305266115204, 1275.4503734117925]","[386.21, 93.0, 522316.0, 34.1637216997457, 4.35740410600229, 267.8566990768475, 1286.9455196825809]"
sense organs,Dizziness and giddiness (Light-headedness and vertigo),386.9,"[386.9, 25284.0, 522375.0, 25.52047992059093, 21.936151907043172, 29.69048072502495, ' < 2.225E-308']","[386.9, 25284.0, 425244.0, 30.460085929116754, 26.16217025758463, 35.46406225761009, ' < 2.225E-308']"
sense organs,Hearing loss,389.0,"[389.0, 675.0, 525229.0, 1.0039845043556386, 0.3041355398538209, 3.3142620736488504, 1.0052343722698729]","[389.0, 675.0, 497788.0, 1.023063933251827, 0.309854236881, 3.3779102782534154, 1.0307644348727005]"
sense organs,Sensorineural hearing loss,389.1,"[389.1, 6636.0, 524743.0, 0.7725454214034773, 0.5179276715298298, 1.1523354725739972, 4.856985092657772]","[389.1, 6636.0, 490465.0, 0.7861999610066969, 0.5271968211409453, 1.1724470897780332, 4.199672719164266]"
sense organs,Conductive hearing loss,389.2,"[389.2, 398.0, 525214.0, 0.2404496184938084, 0.0716715556453379, 0.80668011895705, 47.59878522547505]","[389.2, 398.0, 512422.0, 0.2401847030243273, 0.0716235048121582, 0.805443572165035, 47.92897743366129]"
symptoms,Back pain,760.0,"[760.0, 43231.0, 519615.0, 0.6593647389522479, 0.5816520830508732, 0.7474603317728347, 13236264126.741768]","[760.0, 43231.0, 384400.0, 0.7539682706786565, 0.6647446955489512, 0.8551676410455873, 90161.19895713146]"
symptoms,Cervicalgia,761.0,"[761.0, 15212.0, 523089.0, 0.4764484118442588, 0.3871150813608574, 0.5863969141964551, 385971616956.8798]","[761.0, 15212.0, 463811.0, 0.4945975422341717, 0.4017728629081475, 0.6088682222423004, 31529949322.51924]"
symptoms,"Neuralgia, neuritis, and radiculitis NOS",766.0,"[766.0, 4821.0, 524990.0, 6.225041500763954, 3.8581317709480754, 10.04401715307693, 14695551712696.186]","[766.0, 4821.0, 510336.0, 6.287110653790777, 3.8963624919304496, 10.144785156636056, 19900561251922.29]"
symptoms,Myalgia and myositis unspecified,770.0,"[770.0, 786.0, 525227.0, 4.078949104348744, 1.384843636270787, 12.01422699292682, 93.01621862821732]","[770.0, 786.0, 496433.0, 4.1466806424123215, 1.4068998673265658, 12.221879288986964, 100.91655904730145]"
symptoms,Symptoms of the muscles,772.0,"[772.0, 46.0, 525279.0, 19.87070136407822, 1.1119926196889982, 355.0785910888599, 23.730060132776217]","[772.0, 46.0, 480235.0, 20.96657809809372, 1.1606649764119503, 378.7461550726061, 25.435414349234655]"
symptoms,Symptoms involving nervous and musculoskeletal systems,781.0,"[781.0, 66.0, 525283.0, 780.5759265996583, 4.395291871352559, 138625.32796927003, 85.2625143110551]","[781.0, 66.0, 510961.0, 797.7024878737434, 4.437909166638237, 143384.92187797208, 85.83198356998903]"
symptoms,Abnormal posture,781.2,"[781.2, 445.0, 525240.0, 7.322889499106421, 2.220560170429541, 24.14918151294681, 930.8838778552267]","[781.2, 445.0, 523495.0, 7.314649631690556, 2.218299543865168, 24.11942038322073, 925.7801747600495]"
symptoms,Edema,782.3,"[782.3, 35693.0, 522306.0, 12.5331905823398, 10.798704911223826, 14.546268970641677, 9.17685979306038e+241]","[782.3, 35693.0, 444397.0, 15.718296498962196, 13.53794944334295, 18.249798159113165, 3.5339444531329607e+285]"
symptoms,Pallor and flushing,782.6,"[782.6, 649.0, 525229.0, 36.167736828773606, 12.226492463941566, 106.9894077286104, 11221237069.053686]","[782.6, 649.0, 521787.0, 36.10287247255758, 12.204575742521952, 106.79743632779632, 10982843641.811266]"
symptoms,Fever of unknown origin,783.0,"[783.0, 64581.0, 520987.0, 3688.636665200138, 3052.9377338714608, 4456.704208835874, ' < 2.225E-308']","[783.0, 64581.0, 415969.0, 4826.364664857481, 3989.1490919585976, 5839.289367534781, ' < 2.225E-308']"
symptoms,Abdominal pain,785.0,"[785.0, 10960.0, 523415.0, 0.1928502879043704, 0.1509770394155813, 0.2463370171303035, 8.510499187301534e+38]","[785.0, 10960.0, 460224.0, 0.1981550214392388, 0.1552311606643393, 0.2529480057582632, 7.689187820938314e+37]"
symptoms,Syncope and collapse,788.0,"[788.0, 64529.0, 520614.0, 1.686350527705617, 1.4824916292165358, 1.9182422660935272, 533273087256606.9]","[788.0, 64529.0, 479634.0, 1.7992816191025307, 1.5819933971917897, 2.0464145745405684, 2.6924743433775913e+18]"
symptoms,Nonspecific findings on examination of blood,790.0,"[790.0, 6579.0, 524669.0, 220.63317245484217, 152.20796846993542, 319.81897713261543, 6.3840036782911115e+177]","[790.0, 6579.0, 524357.0, 220.65160826925188, 152.22174915494156, 319.8434685062668, 6.56437022320717e+177]"
